epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
95,517.992,0.44724,0.40517,0.89238,0.65775,0.78552,0.80654,0.73891,0.48443,1.1609,0.89891,0.00119184,0.00119184,0.00119184
96,523.675,0.44835,0.40806,0.9324,0.67513,0.77891,0.83656,0.79955,0.40696,1.09553,0.87062,0.00119122,0.00119122,0.00119122
97,528.115,0.44235,0.37293,0.89273,0.70782,0.93327,0.85291,0.79492,0.43384,0.9204,0.86962,0.0011906,0.0011906,0.0011906
98,534.137,0.45742,0.42622,0.90616,0.6942,0.91854,0.85767,0.80346,0.39908,0.88712,0.86046,0.00118998,0.00118998,0.00118998
99,539.092,0.43254,0.37065,0.90148,0.6589,0.92803,0.85901,0.79915,0.44362,0.93724,0.88469,0.00118936,0.00118936,0.00118936
100,543.641,0.43034,0.37792,0.89779,0.65335,0.83013,0.8285,0.77991,0.38041,1.06516,0.86082,0.00118874,0.00118874,0.00118874
101,549.091,0.44113,0.40852,0.91382,0.75017,0.81154,0.86164,0.82384,0.3706,0.80647,0.85467,0.00118812,0.00118812,0.00118812
102,554.288,0.41876,0.39936,0.87777,0.78602,0.90573,0.90932,0.86679,0.35426,0.70639,0.85293,0.00118751,0.00118751,0.00118751
103,559.268,0.43465,0.38067,0.90828,0.68756,0.91336,0.87694,0.84002,0.34979,0.80356,0.85045,0.00118689,0.00118689,0.00118689
104,565.162,0.43801,0.38907,0.88816,0.69816,0.90217,0.8504,0.80634,0.36978,0.86719,0.84737,0.00118627,0.00118627,0.00118627
105,570.05,0.4494,0.40405,0.92425,0.7566,0.77948,0.8385,0.77916,0.37793,0.92738,0.85668,0.00118565,0.00118565,0.00118565
106,575.515,0.42989,0.35862,0.90396,0.74567,0.79888,0.87527,0.82711,0.38374,0.79924,0.86678,0.00118503,0.00118503,0.00118503
107,580.959,0.41424,0.35697,0.88858,0.70916,0.76731,0.83675,0.78387,0.38744,0.93379,0.85855,0.00118441,0.00118441,0.00118441
108,585.797,0.41549,0.37899,0.89889,0.63413,0.74231,0.76547,0.72171,0.40877,1.05073,0.87032,0.00118379,0.00118379,0.00118379
109,591.522,0.42629,0.4121,0.89903,0.72682,0.7137,0.78506,0.74578,0.40215,1.00982,0.871,0.00118317,0.00118317,0.00118317
110,596.609,0.42799,0.34853,0.88795,0.69776,0.67757,0.75134,0.69645,0.45204,1.16063,0.8867,0.00118256,0.00118256,0.00118256
111,601.516,0.44851,0.39679,0.91683,0.69925,0.70898,0.72378,0.66498,0.42406,0.988,0.87444,0.00118194,0.00118194,0.00118194
112,607.393,0.43092,0.39966,0.90283,0.72692,0.6868,0.78312,0.73924,0.39691,1.25106,0.86505,0.00118132,0.00118132,0.00118132
113,612.357,0.44416,0.39377,0.90239,0.71035,0.82163,0.8141,0.77108,0.38919,0.98316,0.86531,0.0011807,0.0011807,0.0011807
114,617.496,0.41834,0.42693,0.90147,0.76636,0.90363,0.87499,0.82454,0.39855,0.81589,0.8609,0.00118008,0.00118008,0.00118008
115,623.311,0.43917,0.39107,0.9149,0.80636,0.80385,0.82328,0.75077,0.42271,0.82845,0.87071,0.00117946,0.00117946,0.00117946
116,628.286,0.42209,0.3698,0.88306,0.7305,0.76094,0.78714,0.74389,0.42578,0.98911,0.88313,0.00117884,0.00117884,0.00117884
117,633.405,0.45252,0.42848,0.90566,0.67991,0.77276,0.79496,0.73311,0.42991,1.01355,0.89074,0.00117822,0.00117822,0.00117822
118,639.27,0.44017,0.3842,0.90743,0.79144,0.70385,0.84437,0.79983,0.39452,0.99409,0.87352,0.00117761,0.00117761,0.00117761
119,643.882,0.42959,0.38663,0.88937,0.66782,0.90489,0.83977,0.79371,0.42555,0.92214,0.87613,0.00117699,0.00117699,0.00117699
120,649.6,0.42009,0.35989,0.88974,0.71439,0.77152,0.83764,0.7988,0.38437,0.87726,0.85926,0.00117637,0.00117637,0.00117637
121,654.86,0.44995,0.38585,0.8951,0.75317,0.83174,0.8115,0.77027,0.38496,0.83867,0.85382,0.00117575,0.00117575,0.00117575
122,659.764,0.43539,0.39203,0.87734,0.74889,0.78138,0.84771,0.80293,0.39294,0.82221,0.86245,0.00117513,0.00117513,0.00117513
123,665.909,0.42805,0.35957,0.89882,0.79569,0.80153,0.80061,0.74325,0.39763,0.77818,0.87885,0.00117451,0.00117451,0.00117451
124,670.775,0.42312,0.34808,0.90508,0.78182,0.85373,0.85315,0.80515,0.38641,0.74115,0.89326,0.00117389,0.00117389,0.00117389
125,676.14,0.42116,0.37494,0.89112,0.76786,0.73027,0.82295,0.77503,0.37478,0.88927,0.89215,0.00117327,0.00117327,0.00117327
126,681.638,0.3982,0.37976,0.89201,0.84614,0.82585,0.85093,0.7879,0.40993,0.81231,0.88926,0.00117266,0.00117266,0.00117266
127,686.412,0.41501,0.3861,0.88784,0.71836,0.87352,0.82822,0.77514,0.38107,0.8508,0.88259,0.00117204,0.00117204,0.00117204
128,691.968,0.44653,0.41263,0.92191,0.75507,0.87223,0.87719,0.82857,0.37518,0.79641,0.86785,0.00117142,0.00117142,0.00117142
129,697.505,0.41019,0.38877,0.89308,0.75866,0.84231,0.8957,0.85032,0.37292,0.76489,0.88078,0.0011708,0.0011708,0.0011708
130,702.243,0.42058,0.36892,0.90321,0.77572,0.82517,0.87212,0.81853,0.3716,0.74439,0.86943,0.00117018,0.00117018,0.00117018
131,709.061,0.41447,0.33794,0.89636,0.75433,0.8751,0.87625,0.83375,0.34278,0.83423,0.85572,0.00116956,0.00116956,0.00116956
132,713.484,0.39069,0.33438,0.88629,0.76654,0.79505,0.87567,0.83563,0.36383,0.87556,0.86362,0.00116894,0.00116894,0.00116894
133,718.29,0.38389,0.32474,0.87376,0.73893,0.77468,0.85015,0.79593,0.3676,0.91633,0.86795,0.00116833,0.00116833,0.00116833
134,723.936,0.39318,0.36012,0.88739,0.76333,0.76275,0.85248,0.80641,0.39433,0.90965,0.87826,0.00116771,0.00116771,0.00116771
135,728.973,0.37504,0.35156,0.87922,0.76517,0.86128,0.89702,0.84689,0.37019,0.71155,0.85325,0.00116709,0.00116709,0.00116709
136,734.385,0.40001,0.38168,0.88998,0.72397,0.86154,0.89021,0.84191,0.36497,0.81827,0.84748,0.00116647,0.00116647,0.00116647
137,740.053,0.38031,0.35675,0.89694,0.62888,0.86346,0.82995,0.78431,0.37758,0.91353,0.87853,0.00116585,0.00116585,0.00116585
138,744.469,0.42597,0.36773,0.89782,0.85755,0.78545,0.8826,0.84931,0.38321,0.92058,0.87355,0.00116523,0.00116523,0.00116523
139,749.75,0.40779,0.36762,0.88381,0.8381,0.77332,0.88563,0.85227,0.38048,1.00388,0.86956,0.00116461,0.00116461,0.00116461
140,755.305,0.39178,0.33248,0.87762,0.80008,0.71561,0.85926,0.82059,0.37734,1.09517,0.86339,0.00116399,0.00116399,0.00116399
141,760.078,0.4268,0.41012,0.90488,0.70886,0.88761,0.86256,0.8346,0.33958,0.95329,0.84192,0.00116337,0.00116337,0.00116337
142,766.229,0.39842,0.35335,0.89268,0.82675,0.7456,0.85676,0.80588,0.37754,0.99006,0.8564,0.00116276,0.00116276,0.00116276
143,771.222,0.39358,0.36285,0.90287,0.6908,0.8742,0.87752,0.84031,0.34459,1.02246,0.85536,0.00116214,0.00116214,0.00116214
144,776.097,0.41847,0.34474,0.8886,0.6931,0.7879,0.80069,0.75529,0.38808,1.11398,0.87186,0.00116152,0.00116152,0.00116152
145,781.744,0.39608,0.33505,0.88163,0.70229,0.76456,0.8136,0.78165,0.37253,0.97677,0.86237,0.0011609,0.0011609,0.0011609
146,786.628,0.38494,0.33367,0.89422,0.67892,0.86677,0.80319,0.74238,0.35892,1.10181,0.8564,0.00116028,0.00116028,0.00116028
147,792.15,0.38252,0.33257,0.8948,0.84356,0.77479,0.88837,0.84259,0.36853,0.88186,0.8594,0.00115966,0.00115966,0.00115966
148,797.855,0.4078,0.35073,0.89605,0.79724,0.89808,0.92263,0.8528,0.41023,0.8115,0.87329,0.00115904,0.00115904,0.00115904
149,802.518,0.40802,0.35498,0.87411,0.74156,0.83863,0.81719,0.77157,0.3806,1.07351,0.863,0.00115843,0.00115843,0.00115843
150,807.965,0.40806,0.37795,0.89797,0.65423,0.85065,0.80394,0.75909,0.40145,1.04478,0.87555,0.00115781,0.00115781,0.00115781
151,813.219,0.42453,0.39257,0.90978,0.64204,0.86336,0.86864,0.823,0.38038,0.93697,0.86913,0.00115719,0.00115719,0.00115719
152,817.939,0.3975,0.37904,0.8763,0.85279,0.80359,0.89899,0.83462,0.40377,0.80266,0.88136,0.00115657,0.00115657,0.00115657
153,823.483,0.40504,0.38101,0.89517,0.85354,0.86182,0.89015,0.84334,0.38011,0.67151,0.87408,0.00115595,0.00115595,0.00115595
154,828.546,0.39943,0.35128,0.89494,0.77511,0.93654,0.88563,0.8242,0.40158,0.72319,0.87784,0.00115533,0.00115533,0.00115533
155,833.72,0.40791,0.37536,0.87549,0.71095,0.88654,0.88633,0.84044,0.36906,0.83829,0.87168,0.00115471,0.00115471,0.00115471
156,839.198,0.39501,0.32014,0.88972,0.74091,0.81154,0.83831,0.77956,0.45013,0.94381,0.92191,0.00115409,0.00115409,0.00115409
157,843.978,0.40965,0.42562,0.89123,0.77081,0.80586,0.82264,0.77517,0.38072,0.98436,0.88536,0.00115348,0.00115348,0.00115348
158,848.742,0.40102,0.36429,0.88478,0.81706,0.88869,0.83307,0.79772,0.36673,0.86905,0.87818,0.00115286,0.00115286,0.00115286
159,854.986,0.40854,0.37986,0.89723,0.88395,0.89806,0.9307,0.88713,0.36624,0.50425,0.86152,0.00115224,0.00115224,0.00115224
160,859.799,0.40459,0.37647,0.89433,0.89062,0.89399,0.91919,0.87142,0.36144,0.60611,0.85668,0.00115162,0.00115162,0.00115162
161,865.278,0.40919,0.37374,0.90509,0.89306,0.87461,0.89121,0.83878,0.37194,0.6499,0.86629,0.001151,0.001151,0.001151
162,870.795,0.39302,0.32606,0.87327,0.79354,0.90526,0.86701,0.82032,0.40554,0.83302,0.88882,0.00115038,0.00115038,0.00115038
163,875.488,0.38303,0.36784,0.87757,0.78144,0.77367,0.85592,0.78271,0.43229,1.00058,0.92045,0.00114976,0.00114976,0.00114976
164,880.907,0.38616,0.32264,0.87652,0.67038,0.82098,0.79275,0.71663,0.45858,1.17298,0.93755,0.00114914,0.00114914,0.00114914
165,886.078,0.39519,0.35048,0.87451,0.77291,0.70195,0.74667,0.68475,0.41432,1.15506,0.91392,0.00114853,0.00114853,0.00114853
166,890.861,0.37773,0.35263,0.88127,0.7319,0.77741,0.75039,0.70918,0.39171,1.05881,0.9169,0.00114791,0.00114791,0.00114791
167,896.517,0.40817,0.3572,0.90218,0.71873,0.81063,0.7795,0.71857,0.41507,1.08411,0.93875,0.00114729,0.00114729,0.00114729
168,901.44,0.39884,0.34704,0.88225,0.72345,0.81789,0.78429,0.72889,0.42471,1.0765,0.91432,0.00114667,0.00114667,0.00114667
169,906.251,0.43596,0.35366,0.90327,0.70038,0.79526,0.80818,0.74371,0.40478,1.08667,0.87452,0.00114605,0.00114605,0.00114605
170,912.378,0.39752,0.37116,0.89555,0.69787,0.71481,0.78011,0.74977,0.37446,1.14125,0.86624,0.00114543,0.00114543,0.00114543
171,917.073,0.42548,0.38374,0.89016,0.59557,0.89043,0.80754,0.76496,0.40089,1.05779,0.87965,0.00114481,0.00114481,0.00114481
172,922.595,0.425,0.3878,0.90556,0.73576,0.91395,0.83834,0.80679,0.35137,0.90167,0.86111,0.00114419,0.00114419,0.00114419
173,927.649,0.40038,0.37602,0.88466,0.83689,0.85385,0.85378,0.80451,0.40359,0.87281,0.91747,0.00114357,0.00114357,0.00114357
174,932.199,0.3919,0.34944,0.88103,0.79574,0.83715,0.85662,0.80597,0.40882,0.87165,0.91147,0.00114296,0.00114296,0.00114296
175,938.031,0.38043,0.34035,0.87939,0.80392,0.82377,0.82827,0.78947,0.39441,0.88753,0.89227,0.00114234,0.00114234,0.00114234
176,943.342,0.35943,0.33269,0.85665,0.65553,0.90341,0.86894,0.82439,0.39084,0.8947,0.88295,0.00114172,0.00114172,0.00114172
177,947.966,0.36457,0.34644,0.86937,0.79559,0.70384,0.84386,0.80206,0.41839,0.95882,0.91204,0.0011411,0.0011411,0.0011411
178,953.802,0.40941,0.34895,0.90646,0.66706,0.74882,0.85182,0.79551,0.44812,1.04039,0.93646,0.00114048,0.00114048,0.00114048
